Company,TypeName,Inches,Ram,OpSys,Weight,Res_Width,Res_Height,Touchscreen,PanelType,SSD(GB),HDD(GB),ClockSpeed(GHz),CPU,GPU,Price
Dell,Gaming,15.6,16,Windows 10,2.62,3840,2160,False,Unknown,512,0,2.8,Intel Core i7,Nvidia GTX,1679.0
Lenovo,Notebook,15.6,4,Windows 10,2.4,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GeForce,609.0
HP,Gaming,17.3,12,Windows 10,3.74,1920,1080,False,IPS Panel,0,1000,2.8,Intel Core i7,AMD,1749.0
MSI,Gaming,17.3,16,Windows 10,2.9,1920,1080,False,Unknown,512,1000,2.8,Intel Core i7,Nvidia GTX,2415.0
Samsung,Ultrabook,13.3,8,Windows 10,0.81,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1499.0
Dell,Notebook,15.6,8,Windows 10,1.98,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,Nvidia GeForce,961.0
Dell,Notebook,15.6,8,Windows 10,2.18,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,AMD,789.81
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1859.0
Razer,Ultrabook,12.5,16,Windows 10,1.29,3840,2160,True,IPS Panel,512,0,2.5,Intel Core i7,Intel HD Graphics,1799.0
HP,Netbook,11.6,4,Chrome OS,1.23,1366,768,False,Unknown,16,0,1.6,Intel Other,Intel HD Graphics,385.0
Dell,Gaming,17.3,16,Windows 10,4.36,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,2505.02
Dell,Notebook,14.0,4,Windows 10,1.76,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,755.0
Lenovo,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,489.9
Toshiba,Ultrabook,14.0,4,Windows 10,1.25,1366,768,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,1090.0
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,2499.0
MSI,Gaming,15.6,8,Windows 10,2.4,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GTX,1199.0
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1875.0
Toshiba,Notebook,14.0,4,Windows 10,1.75,1366,768,False,Unknown,128,0,2.1,Intel Other,Intel HD Graphics,499.0
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1358.0
Dell,Notebook,14.0,4,Windows 10,1.76,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,585.0
Acer,Netbook,11.6,4,Chrome OS,1.35,1366,768,False,IPS Panel,32,0,1.6,Intel Other,Intel HD Graphics,355.0
Acer,Notebook,14.0,8,Windows 10,1.5,1920,1080,False,IPS Panel,128,0,2.4,Intel Core i3,Intel HD Graphics,619.0
Razer,Gaming,17.3,32,Windows 10,3.49,3840,2160,True,Unknown,512,0,2.9,Intel Core i7,Nvidia GTX,5499.0
Lenovo,Ultrabook,14.0,16,Windows 10,1.1,2560,1440,False,IPS Panel,512,0,2.6,Intel Core i7,Intel HD Graphics,2099.0
Asus,Notebook,15.6,4,Linux,2.1,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GeForce,519.0
Lenovo,Notebook,14.0,8,Windows 10,1.7,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1186.0
Lenovo,Notebook,14.0,8,Windows 10,1.32,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i5,Intel HD Graphics,1650.0
Dell,Gaming,15.6,16,Windows 10,3.21,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,2774.63
Asus,Gaming,17.3,16,Windows 10,2.9,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,2419.0
Toshiba,Notebook,15.6,4,Windows 10,2.0,1366,768,False,Unknown,0,500,2.4,Intel Core i3,Intel HD Graphics,669.0
Lenovo,Notebook,14.0,4,Chrome OS,1.5,1366,768,False,Unknown,16,0,1.6,Intel Other,Intel HD Graphics,325.0
Asus,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,Unknown,0,128,2.5,Intel Core i5,Intel HD Graphics,590.0
Asus,Gaming,17.3,16,Windows 10,2.73,1920,1080,False,Unknown,512,1000,2.6,Intel Core i7,Nvidia GTX,1799.0
Dell,Gaming,17.3,32,Windows 10,4.42,1920,1080,False,IPS Panel,512,1000,2.8,Intel Core i7,Nvidia GTX,3072.89
HP,Notebook,17.3,8,Windows 10,2.63,1600,900,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GeForce,910.0
Dell,Notebook,15.6,8,Windows 10,2.18,1366,768,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,713.99
HP,Ultrabook,14.0,8,Windows 7,1.54,1920,1080,False,Unknown,512,0,2.5,Intel Core i7,Intel HD Graphics,1870.0
Dell,Notebook,15.6,4,Windows 10,2.18,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,AMD,739.0
HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,1366,768,True,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,615.0
Asus,Ultrabook,13.3,8,Windows 10,1.45,1920,1080,False,IPS Panel,512,0,2.3,Intel Core i5,Nvidia GeForce,1026.0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,2277.0
HP,Ultrabook,14.0,8,Windows 10,1.54,1920,1080,False,Unknown,512,0,2.5,Intel Core i7,Intel HD Graphics,1468.0
HP,Notebook,15.6,4,No OS,1.86,1366,768,False,Unknown,128,0,1.6,Intel Other,Intel HD Graphics,299.0
Asus,Gaming,15.6,16,Windows 10,2.1,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1899.0
Dell,Notebook,17.3,8,Linux,2.83,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,AMD,865.0
Lenovo,Ultrabook,14.0,8,Windows 10,1.96,1920,1080,False,IPS Panel,256,0,2.8,Intel Core i7,Nvidia GeForce,1903.0
Asus,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Nvidia GTX,787.0
Dell,Notebook,15.6,8,Windows 10,1.9,1920,1080,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,945.0
Asus,Notebook,15.6,4,Windows 10,2.0,1366,768,False,Unknown,0,1000,1.1,Intel Other,Intel HD Graphics,449.0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,1920,1080,True,Unknown,256,0,2.8,Intel Core i7,Intel HD Graphics,2559.0
Dell,Notebook,13.3,8,Windows 10,1.62,1920,1080,True,Unknown,0,1000,2.3,Intel Core i5,Intel HD Graphics,649.0
Lenovo,Notebook,15.6,4,No OS,2.2,1920,1080,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,469.0
Lenovo,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,IPS Panel,0,1000,2.5,Intel Core i5,Intel HD Graphics,850.66
HP,Notebook,15.6,8,Windows 10,1.84,1920,1080,False,Unknown,256,0,2.6,Intel Core i5,AMD,1349.0
Toshiba,Notebook,13.3,4,Windows 10,1.05,1920,1080,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,1285.0
Lenovo,Gaming,15.6,8,No OS,2.5,1920,1080,False,IPS Panel,0,1000,2.5,Intel Core i5,Nvidia GTX,1017.0
Dell,Ultrabook,13.3,16,Windows 10,1.29,3200,1800,True,Unknown,512,0,2.5,Intel Core i7,Intel Iris,2240.0
HP,Notebook,15.6,4,Windows 10,2.07,1920,1080,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,910.0
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1366,768,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1095.0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1920,1080,True,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1950.0
Acer,Notebook,14.0,8,Windows 10,1.56,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,902.0
Dell,Workstation,15.6,8,Windows 10,2.23,1920,1080,False,Unknown,0,1000,2.8,Intel Core i7,Nvidia Quadro,1778.0
Lenovo,Notebook,15.6,4,Windows 10,2.38,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,1055.0
Lenovo,Notebook,15.6,4,No OS,2.2,1920,1080,False,Unknown,0,1000,2.0,Intel Core i3,AMD,479.0
Toshiba,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1388.0
Lenovo,Notebook,13.3,4,Windows 10,1.44,1920,1080,False,IPS Panel,180,0,2.4,Intel Core i3,Intel HD Graphics,735.0
Samsung,Ultrabook,15.0,16,Windows 10,1.23,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Nvidia GeForce,1849.0
Dell,Ultrabook,12.5,8,Windows 10,1.6,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Intel HD Graphics,1690.0
Asus,Notebook,15.6,4,Linux,2.0,1366,768,False,Unknown,0,1000,1.1,Intel Other,Intel HD Graphics,398.99
Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,1920,1080,False,IPS Panel,256,0,2.3,Intel Core i5,Nvidia GeForce,935.0
Dell,Notebook,15.6,4,Windows 10,2.18,1920,1080,False,Unknown,128,1000,2.5,Intel Core i5,Nvidia GeForce,912.5
HP,Notebook,15.6,4,Windows 10,2.04,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,839.0
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1700.0
HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,1366,768,True,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,684.8
Asus,Notebook,14.1,4,Windows 10,1.65,1366,768,False,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,348.0
Lenovo,Notebook,15.6,8,Windows 10,2.2,1920,1080,False,IPS Panel,0,1000,2.5,Intel Core i7,Nvidia GeForce,669.0
Dell,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,369.0
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1799.0
Dell,Notebook,15.6,4,Linux,2.18,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,AMD,455.7
Asus,Gaming,17.3,12,Windows 10,2.2,1920,1080,False,Unknown,128,1000,2.5,Intel Core i5,Nvidia GTX,1369.9
Acer,Netbook,11.6,4,Chrome OS,1.25,1366,768,False,IPS Panel,32,0,1.6,Intel Other,Intel HD Graphics,297.0
Lenovo,Notebook,17.3,4,Windows 10,2.8,1600,900,False,Unknown,0,500,2.2,AMD,AMD,379.0
HP,Notebook,14.0,4,Windows 10,1.95,1920,1080,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,1265.0
HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,3200,1800,True,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1399.0
Samsung,Ultrabook,15.0,8,Windows 10,1.17,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1699.0
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1799.0
MSI,Gaming,17.3,16,Windows 10,2.43,3840,2160,False,IPS Panel,512,2000,2.6,Intel Core i7,Nvidia GTX,2649.0
Toshiba,Notebook,13.3,8,Windows 10,1.05,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1475.0
Dell,Gaming,15.6,8,Linux,2.62,1920,1080,False,Unknown,0,1000,2.8,Intel Core i7,Nvidia GTX,929.0
HP,Notebook,15.6,8,Windows 10,2.04,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,Nvidia GeForce,900.0
Dell,Notebook,15.6,4,Windows 10,2.18,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,AMD,614.0
Dell,Notebook,15.6,8,Windows 10,1.9,1920,1080,False,Unknown,0,500,2.6,Intel Core i5,Intel HD Graphics,935.0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,3200,1800,True,Unknown,512,0,1.3,Intel Core i7,Intel HD Graphics,2013.1
Asus,Gaming,17.3,32,Windows 10,3.58,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Nvidia GTX,1279.0
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1920,1080,True,Unknown,256,0,1.3,Intel Core i7,Intel HD Graphics,1649.0
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,2049.0
Lenovo,Notebook,15.6,8,Windows 10,1.95,1920,1080,False,IPS Panel,512,0,2.5,Intel Core i5,Intel HD Graphics,1962.99
LG,Ultrabook,15.6,16,Windows 10,1.08,1920,1080,True,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,2099.0
HP,Netbook,12.5,8,Windows 10,1.26,1920,1080,False,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,1483.0
Acer,Notebook,15.6,4,Chrome OS,2.2,1920,1080,False,IPS Panel,16,0,1.5,Intel Other,Intel HD Graphics,359.0
Lenovo,Notebook,15.6,8,Windows 10,2.6,1920,1080,False,IPS Panel,128,1000,2.3,Intel Core i5,Nvidia GTX,789.0
LG,Ultrabook,14.0,8,Windows 10,0.98,1920,1080,True,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,1899.0
Dell,Notebook,14.0,8,Windows 10,1.6,1920,1080,False,Unknown,256,0,2.8,Intel Core i5,Intel HD Graphics,1205.0
HP,Ultrabook,12.5,8,Windows 10,1.09,3840,2160,True,Unknown,240,0,1.2,Intel Other,Intel HD Graphics,3100.0
Lenovo,Notebook,15.6,6,Windows 10,2.2,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Nvidia GeForce,789.0
HP,Notebook,15.6,8,Windows 10,2.04,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Nvidia GeForce,1018.99
Acer,Notebook,15.6,4,Windows 10,2.4,1920,1080,False,Unknown,0,1000,2.4,Intel Core i3,Intel HD Graphics,499.0
Lenovo,Notebook,13.3,4,Windows 10,1.44,1920,1080,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,881.0
HP,Notebook,13.3,8,Windows 10,1.49,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,960.0
MSI,Gaming,17.3,16,Windows 10,2.7,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1599.0
Dell,Gaming,15.6,16,Windows 10,2.6,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1349.0
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,128,1000,2.5,Intel Core i5,Nvidia GTX,1119.91
Dell,Notebook,15.6,4,Windows 10,2.18,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,AMD,684.99
HP,Ultrabook,15.6,8,Windows 10,1.84,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,AMD,1296.99
HP,Ultrabook,13.3,8,Windows 10,1.39,3200,1800,True,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1149.0
Toshiba,Notebook,15.6,16,Windows 10,2.4,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i7,Nvidia GeForce,1975.0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1920,1080,True,IPS Panel,512,0,2.5,Intel Core i5,Intel HD Graphics,1825.0
Dell,Notebook,15.6,4,Windows 10,1.95,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,729.9
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1650.0
HP,Notebook,15.6,8,Windows 10,2.31,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1165.0
Dell,Notebook,15.6,4,Windows 10,2.18,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,708.06
HP,Notebook,14.0,4,Windows 10,1.95,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,1149.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,1000,1.1,Intel Other,Intel HD Graphics,309.0
HP,Ultrabook,12.5,4,Windows 10,1.26,1920,1080,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,1579.0
HP,Notebook,15.6,4,No OS,1.86,1366,768,False,Unknown,0,1000,1.6,Intel Other,Intel HD Graphics,288.9
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,3200,1800,True,IPS Panel,1000,0,2.2,Intel Core i7,Intel Iris,1799.0
Toshiba,Notebook,14.0,4,Windows 10,1.47,1920,1080,False,IPS Panel,128,0,2.3,Intel Core i5,Intel HD Graphics,1105.0
HP,Netbook,12.5,8,Windows 10,1.26,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1669.0
Dell,Notebook,15.6,4,Windows 10,2.18,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,558.6
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1199.0
Dell,Ultrabook,14.0,8,Windows 10,1.36,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1639.0
Dell,Gaming,17.3,16,Windows 10,4.36,2560,1440,False,Unknown,512,1000,2.7,Intel Core i7,Nvidia GTX,2758.0
HP,Gaming,17.3,8,Windows 10,2.75,1920,1080,False,IPS Panel,128,1000,2.3,Intel Core i5,Nvidia GTX,1399.0
Asus,Notebook,17.3,4,Windows 10,2.8,1600,900,False,Unknown,0,1000,1.6,Intel Other,Nvidia GeForce,530.0
Acer,Notebook,15.6,4,Windows 10,2.23,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,619.0
Toshiba,Notebook,15.6,8,Windows 10,2.2,1366,768,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1119.0
Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,1920,1080,True,IPS Panel,256,0,1.2,Intel Other,Intel HD Graphics,1299.0
Lenovo,Gaming,15.6,16,Windows 10,2.5,1920,1080,False,IPS Panel,512,1000,2.1,AMD,AMD,999.0
Dell,Ultrabook,12.5,8,Windows 10,1.36,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1472.2
Lenovo,Notebook,15.6,8,No OS,2.2,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,Nvidia GeForce,685.0
Dell,Notebook,17.3,4,Windows 10,2.36,1600,900,False,Unknown,0,1000,2.0,Intel Core i3,AMD,659.0
Acer,Notebook,14.0,4,Chrome OS,1.68,1366,768,False,Unknown,32,0,1.6,Intel Other,Intel HD Graphics,349.0
HP,Workstation,15.6,8,Windows 10,2.0,1920,1080,False,IPS Panel,8,0,2.7,Intel Core i7,Nvidia Quadro,2249.0
Dell,Ultrabook,14.0,8,Windows 10,1.36,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Intel HD Graphics,1775.0
Toshiba,Notebook,13.3,8,Windows 7,1.2,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1460.0
Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,1920,1080,False,Unknown,64,0,1.2,Intel Other,Intel HD Graphics,1159.0
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i7,Intel HD Graphics,1488.99
Dell,Gaming,17.3,16,Windows 10,4.36,3840,2160,False,IPS Panel,512,1000,2.8,Intel Core i7,Nvidia GTX,3154.0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,1920,1080,True,Unknown,256,0,1.2,Intel Core i5,Intel HD Graphics,1899.0
HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,1366,768,True,Unknown,256,0,1.1,Intel Other,Intel HD Graphics,775.0
Dell,Ultrabook,13.3,8,Windows 10,1.3,3200,1800,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,1268.0
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,1366,768,True,IPS Panel,32,0,1.6,Intel Other,Intel HD Graphics,389.0
Toshiba,Notebook,13.3,8,Windows 10,1.2,1920,1080,False,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1535.0
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i5,Intel HD Graphics,1760.0
Acer,Notebook,15.6,12,Windows 10,2.4,1920,1080,False,Unknown,128,1000,2.5,Intel Core i5,Nvidia GTX,1009.0
Toshiba,Ultrabook,12.5,8,Windows 10,1.1,1920,1080,True,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,1790.0
HP,Notebook,15.6,8,Windows 10,2.04,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GeForce,846.5
Dell,Notebook,15.6,4,Linux,2.25,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,AMD,465.62
Dell,Notebook,15.6,4,Windows 10,1.9,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,825.0
HP,Notebook,15.6,4,Windows 10,2.04,1920,1080,False,Unknown,0,500,2.4,Intel Core i3,Intel HD Graphics,685.0
Dell,Gaming,17.3,32,Windows 10,4.42,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,3149.0
Lenovo,Notebook,15.6,6,Windows 10,2.4,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GeForce,695.0
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,3200,1800,True,Unknown,512,0,1.3,Intel Core i7,Intel HD Graphics,1899.0
Dell,Ultrabook,14.0,8,Windows 10,1.5,2560,1440,True,Unknown,256,0,2.6,Intel Core i7,Intel HD Graphics,1962.98
Dell,Gaming,17.3,32,Windows 10,4.42,1920,1080,False,Unknown,256,1000,2.6,Intel Core i7,Nvidia GTX,2800.0
Toshiba,Notebook,14.0,8,Windows 10,1.95,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1180.0
Asus,Gaming,17.3,16,Windows 10,2.73,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,2049.9
HP,Notebook,15.6,8,Windows 10,2.04,1920,1080,False,IPS Panel,128,1000,2.7,Intel Core i5,Nvidia GeForce,979.0
Lenovo,Notebook,14.0,4,Windows 7,1.7,1366,768,False,Unknown,0,508,2.3,Intel Core i5,Intel HD Graphics,1002.0
Asus,2 in 1 Convertible,15.6,16,Windows 10,2.3,3840,2160,True,Unknown,512,2000,2.7,Intel Core i7,Nvidia GTX,1799.0
HP,Notebook,15.6,6,Windows 10,2.04,1366,768,False,Unknown,0,1000,2.7,Intel Core i7,Intel HD Graphics,579.0
Asus,Gaming,17.3,16,Windows 10,2.99,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1749.0
Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,1920,1080,True,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,1299.0
Toshiba,Notebook,13.3,4,Windows 7,1.2,1920,1080,False,Unknown,128,0,2.3,Intel Core i5,Intel HD Graphics,1195.0
Lenovo,Notebook,15.6,6,Windows 10,2.2,1920,1080,False,Unknown,256,0,3.6,AMD,AMD,549.0
Fujitsu,Notebook,15.6,4,Windows 10,2.3,1366,768,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,649.0
Toshiba,Notebook,14.0,4,Windows 10,1.75,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,915.0
Dell,Notebook,15.6,4,Windows 10,2.25,1366,768,False,Unknown,0,500,2.5,Intel Core i5,AMD,599.0
HP,Notebook,15.6,8,Windows 10,2.04,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,806.0
Lenovo,Gaming,15.6,8,Windows 10,2.5,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,1189.0
Dell,Notebook,15.6,8,Windows 10,2.36,1366,768,False,Unknown,0,1000,2.7,Intel Core i7,AMD,749.0
Dell,Notebook,14.0,8,Windows 10,1.6,1920,1080,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,1119.0
HP,Netbook,12.5,8,Windows 10,0.97,1920,1080,False,Unknown,512,0,1.2,Intel Other,Intel HD Graphics,1908.0
HP,Notebook,15.6,4,Windows 10,2.1,1920,1080,False,Unknown,128,1000,2.0,Intel Core i3,AMD,499.0
Lenovo,Notebook,15.6,4,No OS,1.9,1366,768,False,Unknown,128,0,1.1,Intel Other,Intel HD Graphics,270.62
Lenovo,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1349.0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.68,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,889.0
Asus,Notebook,13.3,8,Windows 10,1.4,3200,1800,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1150.0
HP,Ultrabook,13.3,8,Windows 10,1.11,1920,1080,True,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1349.0
Acer,Notebook,15.6,4,Windows 10,2.4,1366,768,False,Unknown,0,500,1.1,Intel Other,Intel HD Graphics,380.0
Asus,Gaming,15.6,16,Windows 10,2.5,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1799.0
HP,Ultrabook,14.0,8,Windows 10,1.48,1920,1080,False,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,2089.0
Acer,Gaming,15.6,8,Windows 10,2.7,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,1260.0
HP,Notebook,13.3,8,Windows 10,1.34,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1189.0
Dell,Notebook,15.6,4,Windows 10,2.18,1366,768,False,Unknown,128,0,2.4,Intel Core i3,Intel HD Graphics,547.0
HP,Notebook,14.0,4,Windows 10,1.64,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,779.0
Toshiba,Notebook,13.3,4,Windows 10,1.2,1920,1080,False,Unknown,128,0,2.3,Intel Core i5,Intel HD Graphics,1195.0
HP,Notebook,14.0,4,Windows 10,1.48,1366,768,False,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1099.99
HP,Notebook,14.0,4,Windows 10,1.95,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1205.0
HP,Ultrabook,14.0,8,Windows 7,1.43,1920,1080,False,Unknown,256,0,2.6,Intel Core i7,Intel HD Graphics,1449.0
